session,bill_number,title,index_categories,index_descriptions,last_action,url
2021 Regular Session,HB131,AN ACT relating to family care leave.,Labor and Industry; Personnel and Employment; Small Business; Wages and Hours; Workforce,"Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave",01/05/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb131.html
2021 Regular Session,HB136,AN ACT relating to medicinal cannabis and making an appropriation therefor.,"Corrections Impact; Local Mandate; Disabilities and the Disabled; Diseases; Drugs and Medicines; Effective Dates, Delayed; Federal Laws and Regulations; Health and Medical Services; Hospitals and Nursing Homes; Licensing","Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, portions to begin January 1, 2022; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment; Medicinal cannabis program, establishment",01/06/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb136.html
2021 Regular Session,HB200,AN ACT related to a tax credit for educator expense.,"Education, Elementary and Secondary; Taxation; Taxation, Income--Individual; Teachers","Educator expenses tax credit, creation; Educator expense tax credit for income tax, creation; Educator expense tax credit, creation; Educator expense tax credit for income tax, creation",01/07/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb200.html
2021 Regular Session,HB203,AN ACT relating to voting.,Local Mandate; County Clerks; Elections and Voting; State Agencies; Administrative Regulations and Proceedings,"State Board of Elections, mail-in absentee ballots, curing deficiencies; Ballots, mail-in absentee, time for processing, curing deficiencies; Ballots, mail-in absentee, time for processing, curing definciencies; State Board of Elections, mail-in absentee ballots, curing deficiencies; State Board of Elections, mail-in absentee ballots, curing deficiencies",01/07/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb203.html
2021 Regular Session,HB205,AN ACT relating to voting.,Local Mandate; County Clerks; County Clerks; County Clerks; Elections and Voting; Elections and Voting; Elections and Voting; State Agencies; Administrative Regulations and Proceedings,"State Board of Elections, promulgation of regulations; Mail-in absentee ballots, option for voter to use secure online portal to request; Mail-in absentee ballots, use of Intelligent Mail barcodes as a tracking option; Mail-in absentee ballots, procedure for return by voter to vote in-person; Mail-in absentee ballots, option for voter to use secure online portal to request; Mail-in absentee ballots, use of Intelligent Mail barcodes as a tracking option; Mail-in absentee ballots, procedure for return by voter to vote in-person; State Board of Elections, administrative regulations; State Board of Elections, promulgation of regulations",01/07/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb205.html
2021 Regular Session,HB204,AN ACT relating to elections.,Local Mandate; County Clerks; Elections and Voting; State Agencies; Administrative Regulations and Proceedings,"State Board of Elections, promulgation; Ballots, mail-in absentee, requirements for use of secure ballot drop box for returning; Ballots, mail-in absentee, requirements for use of secure ballot drop box for returning; State Board of Elections, regulations; State Board of Elections, promulgation",01/07/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb204.html
2021 Regular Session,HB240,AN ACT relating to unemployment insurance.,Labor and Industry; Unemployment Compensation,"Unemployment insurance overpayment debt, waiver; Unemployment insurance overpayment debt, waiver",02/24/21: to Economic Development &amp; Workforce Investment (H),https://apps.legislature.ky.gov/record/21rs/hb240.html
2021 Regular Session,HB232,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to restoration of rights.,"Crimes and Punishments; Elections and Voting; Secretary of State; Civil Rights; Constitution, Ky.","Voting rights and civil rights, constitutional requirements for automatic restoration; Automatic restoration of voting rights and civil rights, constitutional requirements; Automatic restoration of voting rights and civil rights, constitutional requirements; Automatic restoration, constitutional requirements; Automatic restoration of voting rights and civil rights, requirements",01/08/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb232.html
2021 Regular Session,HB239,AN ACT relating to student loan servicers.,"Education, Finance; Education, Higher; Federal Laws and Regulations; Licensing; State Agencies; Administrative Regulations and Proceedings; Banks and Financial Institutions; Reports Mandated; Reports Mandated","Student loan servicing, requirements; Student loan servicing, requirements; Student loan servicers, compliance requirements; Student loan servicers; Department of Financial Institutions, student loan servicer, regulation of; Commissioner, Department of Financial Institutions, student loan servicing; Student loan servicers, requirements; Student loan ombudsman, annual report; Student loan servicers, annual report to commissioner",01/09/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb239.html
2021 Regular Session,HB254,AN ACT relating to the sexual exploitation of minors.,Crime Victims; Crimes and Punishments; Criminal Procedure; Children and Minors; Corrections Impact; Local Mandate; Votes; Vote History,"Child pornography, under 12 years old, raising penalty for; Child pornography, under 12 years old, raising penalty for; Child pornography, under 12 years old, raising penalty for; Child pornography, under 12 years old, raising penalty for; Child pornography, under 12 years old, raising penalty for; Child pornography, under 12 years old, raising penalty for",03/23/21: signed by Governor (Acts Ch. 87),https://apps.legislature.ky.gov/record/21rs/hb254.html
2021 Regular Session,HB282,AN ACT relating to workers&#39; compensation.,Labor and Industry; Physicians and Practitioners; Workers' Compensation; Coal,"Workers' compensation, evaluations for occupational disease; Occupational diseases, evaluations in workers' compensation, physicians eligible to perform; Occupational diseases, evaluations, physicians eligible to perform; Workers' compensation, evaluations for occupational disease",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb282.html
2021 Regular Session,HB283,AN ACT relating to Medicaid coverage for postpartum behavioral healthcare.,Mental Health; Public Medical Assistance; State Agencies; Women; Medicaid,"Postpartum behavioral health services, Medicaid coverage, requirement; Postpartum behavioral health services, coverage, requirement; Department for Medicaid Services, postpartum behavioral health services, coverage; Postpartum behavioral health services, Medicaid coverage, requirement; Postpartum behavioral health services, coverage, requirement",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb283.html
2021 Regular Session,HB287,AN ACT relating to coverage for maternal depression screenings.,Mental Health; Public Medical Assistance; State Agencies; Women; Medicaid; Children and Minors,"Maternal depression screenings, KCHIP coverage, requirement; Maternal depression screenings, KCHIP coverage, requirement; Department for Medicaid Services, maternal depression screenings, KCHIP coverage; Maternal depression screenings, KCHIP coverage, requirement; Maternal depression screenings, KCHIP coverage, requirement; Maternal depression screenings, KCHIP coverage, requirement",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb287.html
2021 Regular Session,HB286,AN ACT relating to Medicaid coverage for doula services.,Public Medical Assistance; State Agencies; Women; Medicaid; Administrative Regulations and Proceedings,"Doula services, coverage; Department for Medicaid Services, doula services; Doula services, Medicaid Coverage; Doula services, coverage; Department for Medicaid Services, doula services",02/02/21: to Committee on Committees (H),https://apps.legislature.ky.gov/record/21rs/hb286.html
